tool	rank	metric	sample	value
Gold standard	genus	Completeness	sample_5	1.0
Gold standard	genus	Purity	sample_5	1.0
Gold standard	genus	F1 score	sample_5	1.0
Gold standard	genus	Jaccard index	sample_5	1.0
Gold standard	genus	Taxon counts	sample_5	52.0
Gold standard	species	True positives	sample_5	83.0
Gold standard	species	False negatives	sample_5	0.0
Gold standard	species	False positives	sample_5	0.0
Gold standard	species	Completeness	sample_5	1.0
Gold standard	species	Purity	sample_5	1.0
Gold standard	species	F1 score	sample_5	1.0
Gold standard	species	Jaccard index	sample_5	1.0
Gold standard	species	Taxon counts	sample_5	83.0
Gold standard	strain	True positives	sample_5	83.0
Gold standard	strain	False negatives	sample_5	0.0
Gold standard	strain	False positives	sample_5	0.0
Gold standard	strain	Completeness	sample_5	1.0
Gold standard	strain	Purity	sample_5	1.0
Gold standard	strain	F1 score	sample_5	1.0
Gold standard	strain	Jaccard index	sample_5	1.0
Gold standard	strain	Taxon counts	sample_5	83.0
Gold standard	superkingdom	L1 norm error	sample_5	0.0
Gold standard	phylum	L1 norm error	sample_5	0.0
Gold standard	class	L1 norm error	sample_5	0.0
Gold standard	order	L1 norm error	sample_5	0.0
Gold standard	family	L1 norm error	sample_5	0.0
Gold standard	genus	L1 norm error	sample_5	0.0
Gold standard	species	L1 norm error	sample_5	0.0
Gold standard	strain	L1 norm error	sample_5	0.0
Gold standard	na	Weighted UniFrac error	sample_5	0.0
Gold standard	na	Unweighted UniFrac error	sample_5	0.0
Gold standard	superkingdom	Bray-Curtis distance	sample_6	0.0
Gold standard	phylum	Bray-Curtis distance	sample_6	0.0
Gold standard	class	Bray-Curtis distance	sample_6	0.0
Gold standard	order	Bray-Curtis distance	sample_6	0.0
Gold standard	family	Bray-Curtis distance	sample_6	0.0
Gold standard	genus	Bray-Curtis distance	sample_6	0.0
Gold standard	species	Bray-Curtis distance	sample_6	0.0
Gold standard	strain	Bray-Curtis distance	sample_6	0.0
Gold standard	superkingdom	Shannon diversity	sample_6	0.0
Gold standard	superkingdom	Shannon equitability	sample_6	0.0
Gold standard	phylum	Shannon diversity	sample_6	0.2481543740865274
Gold standard	phylum	Shannon equitability	sample_6	0.3580110848695378
Gold standard	class	Shannon diversity	sample_6	1.0031369657317801
Gold standard	class	Shannon equitability	sample_6	0.6232840409572832
Gold standard	order	Shannon diversity	sample_6	2.274304688659636
Gold standard	order	Shannon equitability	sample_6	0.8398310665489014
Gold standard	family	Shannon diversity	sample_6	3.020860451022077
Gold standard	family	Shannon equitability	sample_6	0.9271856790518952
Gold standard	genus	Shannon diversity	sample_6	3.605594412098167
Gold standard	genus	Shannon equitability	sample_6	0.9170280548783858
Gold standard	species	Shannon diversity	sample_6	4.249486970023306
Gold standard	species	Shannon equitability	sample_6	0.9590753043846579
Gold standard	strain	Shannon diversity	sample_6	4.249486970023306
Gold standard	strain	Shannon equitability	sample_6	0.9590753043846579
Gold standard	superkingdom	True positives	sample_6	1.0
Gold standard	superkingdom	False negatives	sample_6	0.0
Gold standard	superkingdom	False positives	sample_6	0.0
Gold standard	superkingdom	Completeness	sample_6	1.0
Gold standard	superkingdom	Purity	sample_6	1.0
Gold standard	superkingdom	F1 score	sample_6	1.0
Gold standard	superkingdom	Jaccard index	sample_6	1.0
Gold standard	superkingdom	Taxon counts	sample_6	1.0
Gold standard	phylum	True positives	sample_6	2.0
Gold standard	phylum	False negatives	sample_6	0.0
Gold standard	phylum	False positives	sample_6	0.0
Gold standard	phylum	Completeness	sample_6	1.0
Gold standard	phylum	Purity	sample_6	1.0
Gold standard	phylum	F1 score	sample_6	1.0
Gold standard	phylum	Jaccard index	sample_6	1.0
Gold standard	phylum	Taxon counts	sample_6	2.0
Gold standard	class	True positives	sample_6	5.0
Gold standard	class	False negatives	sample_6	0.0
Gold standard	class	False positives	sample_6	0.0
Gold standard	class	Completeness	sample_6	1.0
Gold standard	class	Purity	sample_6	1.0
Gold standard	class	F1 score	sample_6	1.0
Gold standard	class	Jaccard index	sample_6	1.0
Gold standard	class	Taxon counts	sample_6	5.0
Gold standard	order	True positives	sample_6	15.0
Gold standard	order	False negatives	sample_6	0.0
Gold standard	order	False positives	sample_6	0.0
Gold standard	order	Completeness	sample_6	1.0
Gold standard	order	Purity	sample_6	1.0
Gold standard	order	F1 score	sample_6	1.0
Gold standard	order	Jaccard index	sample_6	1.0
Gold standard	order	Taxon counts	sample_6	15.0
Gold standard	family	True positives	sample_6	26.0
Gold standard	family	False negatives	sample_6	0.0
Gold standard	family	False positives	sample_6	0.0
Gold standard	family	Completeness	sample_6	1.0
Gold standard	family	Purity	sample_6	1.0
Gold standard	family	F1 score	sample_6	1.0
Gold standard	family	Jaccard index	sample_6	1.0
Gold standard	family	Taxon counts	sample_6	26.0
Gold standard	genus	True positives	sample_6	51.0
Gold standard	genus	False negatives	sample_6	0.0
Gold standard	genus	False positives	sample_6	0.0
Gold standard	genus	Completeness	sample_6	1.0
Gold standard	genus	Purity	sample_6	1.0
Gold standard	genus	F1 score	sample_6	1.0
Gold standard	genus	Jaccard index	sample_6	1.0
Gold standard	genus	Taxon counts	sample_6	51.0
Gold standard	species	True positives	sample_6	84.0
Gold standard	species	False negatives	sample_6	0.0
Gold standard	species	False positives	sample_6	0.0
Gold standard	species	Completeness	sample_6	1.0
Gold standard	species	Purity	sample_6	1.0
Gold standard	species	F1 score	sample_6	1.0
Gold standard	species	Jaccard index	sample_6	1.0
Gold standard	species	Taxon counts	sample_6	84.0
Gold standard	strain	True positives	sample_6	84.0
Gold standard	strain	False negatives	sample_6	0.0
Gold standard	strain	False positives	sample_6	0.0
Gold standard	strain	Completeness	sample_6	1.0
Gold standard	strain	Purity	sample_6	1.0
Gold standard	strain	F1 score	sample_6	1.0
Gold standard	strain	Jaccard index	sample_6	1.0
Gold standard	strain	Taxon counts	sample_6	84.0
Gold standard	superkingdom	L1 norm error	sample_6	0.0
Gold standard	phylum	L1 norm error	sample_6	0.0
Gold standard	class	L1 norm error	sample_6	0.0
Gold standard	order	L1 norm error	sample_6	0.0
Gold standard	family	L1 norm error	sample_6	0.0
Gold standard	genus	L1 norm error	sample_6	0.0
Gold standard	species	L1 norm error	sample_6	0.0
Gold standard	strain	L1 norm error	sample_6	0.0
Gold standard	na	Weighted UniFrac error	sample_6	0.0
Gold standard	na	Unweighted UniFrac error	sample_6	0.0
Gold standard	superkingdom	Bray-Curtis distance	sample_7	0.0
Gold standard	phylum	Bray-Curtis distance	sample_7	0.0
Gold standard	class	Bray-Curtis distance	sample_7	0.0
Gold standard	order	Bray-Curtis distance	sample_7	0.0
Gold standard	family	Bray-Curtis distance	sample_7	0.0
Gold standard	genus	Bray-Curtis distance	sample_7	0.0
Gold standard	species	Bray-Curtis distance	sample_7	0.0
Gold standard	strain	Bray-Curtis distance	sample_7	0.0
Gold standard	superkingdom	Shannon diversity	sample_7	0.0
Gold standard	superkingdom	Shannon equitability	sample_7	0.0
Gold standard	phylum	Shannon diversity	sample_7	0.239826024954596
Gold standard	phylum	Shannon equitability	sample_7	0.3459958168781085
Gold standard	class	Shannon diversity	sample_7	0.9757916119788608
Gold standard	class	Shannon equitability	sample_7	0.6062934173727036
Gold standard	order	Shannon diversity	sample_7	2.2341089581446476
Gold standard	order	Shannon equitability	sample_7	0.824988014341587
Gold standard	family	Shannon diversity	sample_7	2.98942349458255
Gold standard	family	Shannon equitability	sample_7	0.9406459594975634
Gold standard	genus	Shannon diversity	sample_7	3.6757782823038445
Gold standard	genus	Shannon equitability	sample_7	0.9396105997340765
Gold standard	species	Shannon diversity	sample_7	4.286329366244876
Gold standard	species	Shannon equitability	sample_7	0.9726803832365502
Gold standard	strain	Shannon diversity	sample_7	4.286329366244876
Gold standard	strain	Shannon equitability	sample_7	0.9726803832365502
Gold standard	superkingdom	True positives	sample_7	1.0
Gold standard	superkingdom	False negatives	sample_7	0.0
Gold standard	superkingdom	False positives	sample_7	0.0
Gold standard	superkingdom	Completeness	sample_7	1.0
Gold standard	superkingdom	Purity	sample_7	1.0
Gold standard	superkingdom	F1 score	sample_7	1.0
Gold standard	superkingdom	Jaccard index	sample_7	1.0
Gold standard	superkingdom	Taxon counts	sample_7	1.0
Gold standard	phylum	True positives	sample_7	2.0
Gold standard	phylum	False negatives	sample_7	0.0
Gold standard	phylum	False positives	sample_7	0.0
Gold standard	phylum	Completeness	sample_7	1.0
Gold standard	phylum	Purity	sample_7	1.0
Gold standard	phylum	F1 score	sample_7	1.0
Gold standard	phylum	Jaccard index	sample_7	1.0
Gold standard	phylum	Taxon counts	sample_7	2.0
Gold standard	class	True positives	sample_7	5.0
Gold standard	class	False negatives	sample_7	0.0
Gold standard	class	False positives	sample_7	0.0
Gold standard	class	Completeness	sample_7	1.0
Gold standard	class	Purity	sample_7	1.0
Gold standard	class	F1 score	sample_7	1.0
Gold standard	class	Jaccard index	sample_7	1.0
Gold standard	class	Taxon counts	sample_7	5.0
Gold standard	order	True positives	sample_7	15.0
Gold standard	order	False negatives	sample_7	0.0
Gold standard	order	False positives	sample_7	0.0
Gold standard	order	Completeness	sample_7	1.0
Gold standard	order	Purity	sample_7	1.0
Gold standard	order	F1 score	sample_7	1.0
Gold standard	order	Jaccard index	sample_7	1.0
Gold standard	order	Taxon counts	sample_7	15.0
Gold standard	family	True positives	sample_7	24.0
Gold standard	family	False negatives	sample_7	0.0
Gold standard	family	False positives	sample_7	0.0
Gold standard	family	Completeness	sample_7	1.0
Gold standard	family	Purity	sample_7	1.0
Gold standard	family	F1 score	sample_7	1.0
Gold standard	family	Jaccard index	sample_7	1.0
Gold standard	family	Taxon counts	sample_7	24.0
Gold standard	genus	True positives	sample_7	50.0
Gold standard	genus	False negatives	sample_7	0.0
Gold standard	genus	False positives	sample_7	0.0
Gold standard	genus	Completeness	sample_7	1.0
Gold standard	genus	Purity	sample_7	1.0
Gold standard	genus	F1 score	sample_7	1.0
Gold standard	genus	Jaccard index	sample_7	1.0
Gold standard	genus	Taxon counts	sample_7	50.0
Gold standard	species	True positives	sample_7	82.0
Gold standard	species	False negatives	sample_7	0.0
Gold standard	species	False positives	sample_7	0.0
Gold standard	species	Completeness	sample_7	1.0
Gold standard	species	Purity	sample_7	1.0
Gold standard	species	F1 score	sample_7	1.0
Gold standard	species	Jaccard index	sample_7	1.0
Gold standard	species	Taxon counts	sample_7	82.0
Gold standard	strain	True positives	sample_7	82.0
Gold standard	strain	False negatives	sample_7	0.0
Gold standard	strain	False positives	sample_7	0.0
Gold standard	strain	Completeness	sample_7	1.0
Gold standard	strain	Purity	sample_7	1.0
Gold standard	strain	F1 score	sample_7	1.0
Gold standard	strain	Jaccard index	sample_7	1.0
Gold standard	strain	Taxon counts	sample_7	82.0
Gold standard	superkingdom	L1 norm error	sample_7	0.0
Gold standard	phylum	L1 norm error	sample_7	0.0
Gold standard	class	L1 norm error	sample_7	0.0
Gold standard	order	L1 norm error	sample_7	0.0
Gold standard	family	L1 norm error	sample_7	0.0
Gold standard	genus	L1 norm error	sample_7	0.0
Gold standard	species	L1 norm error	sample_7	0.0
Gold standard	strain	L1 norm error	sample_7	0.0
Gold standard	na	Weighted UniFrac error	sample_7	0.0
Gold standard	na	Unweighted UniFrac error	sample_7	0.0
Gold standard	superkingdom	Bray-Curtis distance	sample_8	0.0
Gold standard	phylum	Bray-Curtis distance	sample_8	0.0
Gold standard	class	Bray-Curtis distance	sample_8	0.0
Gold standard	order	Bray-Curtis distance	sample_8	0.0
Gold standard	family	Bray-Curtis distance	sample_8	0.0
Gold standard	genus	Bray-Curtis distance	sample_8	0.0
Gold standard	species	Bray-Curtis distance	sample_8	0.0
Gold standard	strain	Bray-Curtis distance	sample_8	0.0
Gold standard	superkingdom	Shannon diversity	sample_8	0.0
Gold standard	superkingdom	Shannon equitability	sample_8	0.0
Gold standard	phylum	Shannon diversity	sample_8	0.27229357386674435
Gold standard	phylum	Shannon equitability	sample_8	0.39283658868348476
Gold standard	class	Shannon diversity	sample_8	0.9928570537584241
Gold standard	class	Shannon equitability	sample_8	0.6168967725240395
Gold standard	order	Shannon diversity	sample_8	2.1388043203190605
Gold standard	order	Shannon equitability	sample_8	0.7897949304811782
Gold standard	family	Shannon diversity	sample_8	2.9441114750484467
Gold standard	family	Shannon equitability	sample_8	0.9036292941879167
Gold standard	genus	Shannon diversity	sample_8	3.5937832673957364
Gold standard	genus	Shannon equitability	sample_8	0.9095321684398586
Gold standard	species	Shannon diversity	sample_8	4.232759793814648
Gold standard	species	Shannon equitability	sample_8	0.9477937479577672
Gold standard	strain	Shannon diversity	sample_8	4.232759793814648
Gold standard	strain	Shannon equitability	sample_8	0.9477937479577672
Gold standard	superkingdom	True positives	sample_8	1.0
Gold standard	superkingdom	False negatives	sample_8	0.0
Gold standard	superkingdom	False positives	sample_8	0.0
Gold standard	superkingdom	Completeness	sample_8	1.0
Gold standard	superkingdom	Purity	sample_8	1.0
Gold standard	superkingdom	F1 score	sample_8	1.0
Gold standard	superkingdom	Jaccard index	sample_8	1.0
Gold standard	superkingdom	Taxon counts	sample_8	1.0
Gold standard	phylum	True positives	sample_8	2.0
Gold standard	phylum	False negatives	sample_8	0.0
Gold standard	phylum	False positives	sample_8	0.0
Gold standard	phylum	Completeness	sample_8	1.0
Gold standard	phylum	Purity	sample_8	1.0
Gold standard	phylum	F1 score	sample_8	1.0
Gold standard	phylum	Jaccard index	sample_8	1.0
Gold standard	phylum	Taxon counts	sample_8	2.0
Gold standard	class	True positives	sample_8	5.0
Gold standard	class	False negatives	sample_8	0.0
Gold standard	class	False positives	sample_8	0.0
Gold standard	class	Completeness	sample_8	1.0
Gold standard	class	Purity	sample_8	1.0
Gold standard	class	F1 score	sample_8	1.0
Gold standard	class	Jaccard index	sample_8	1.0
Gold standard	class	Taxon counts	sample_8	5.0
Gold standard	order	True positives	sample_8	15.0
Gold standard	order	False negatives	sample_8	0.0
Gold standard	order	False positives	sample_8	0.0
Gold standard	order	Completeness	sample_8	1.0
Gold standard	order	Purity	sample_8	1.0
Gold standard	order	F1 score	sample_8	1.0
Gold standard	order	Jaccard index	sample_8	1.0
Gold standard	order	Taxon counts	sample_8	15.0
Gold standard	family	True positives	sample_8	26.0
Gold standard	family	False negatives	sample_8	0.0
Gold standard	family	False positives	sample_8	0.0
Gold standard	family	Completeness	sample_8	1.0
Gold standard	family	Purity	sample_8	1.0
Gold standard	family	F1 score	sample_8	1.0
Gold standard	family	Jaccard index	sample_8	1.0
Gold standard	family	Taxon counts	sample_8	26.0
Gold standard	genus	True positives	sample_8	52.0
Gold standard	genus	False negatives	sample_8	0.0
Gold standard	genus	False positives	sample_8	0.0
Gold standard	genus	Completeness	sample_8	1.0
Gold standard	genus	Purity	sample_8	1.0
Gold standard	genus	F1 score	sample_8	1.0
Gold standard	genus	Jaccard index	sample_8	1.0
Gold standard	genus	Taxon counts	sample_8	52.0
Gold standard	species	True positives	sample_8	87.0
Gold standard	species	False negatives	sample_8	0.0
Gold standard	species	False positives	sample_8	0.0
Gold standard	species	Completeness	sample_8	1.0
Gold standard	species	Purity	sample_8	1.0
Gold standard	species	F1 score	sample_8	1.0
Gold standard	species	Jaccard index	sample_8	1.0
Gold standard	species	Taxon counts	sample_8	87.0
Gold standard	strain	True positives	sample_8	87.0
Gold standard	strain	False negatives	sample_8	0.0
Gold standard	strain	False positives	sample_8	0.0
Gold standard	strain	Completeness	sample_8	1.0
Gold standard	strain	Purity	sample_8	1.0
Gold standard	strain	F1 score	sample_8	1.0
Gold standard	strain	Jaccard index	sample_8	1.0
Gold standard	strain	Taxon counts	sample_8	87.0
